,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
366,ATEN,"A10 Networks, Inc.",1.08B,-5.93%,5768173,251.70M
367,TUYA,Tuya Inc.,1.07B,3.19%,242853,229.99M
368,TASK,"TaskUs, Inc.",1.07B,2.24%,223231,924.37M
369,BHE,"Benchmark Electronics, Inc.",1.07B,-0.13%,1926254,2.84B
370,DGII,Digi International Inc.,1.06B,-0.10%,267704,441.63M
371,SCSC,"ScanSource, Inc.",1.06B,-0.10%,913724,3.59B
372,INDI,"indie Semiconductor, Inc.",1.04B,-2.52%,4595728,223.17M
373,INFN,Infinera Corporation,1.04B,0.44%,3977032,1.65B
374,RPAY,Repay Holdings Corporation,1.03B,-1.21%,657859,296.63M
375,HIMX,"Himax Technologies, Inc.",985.36M,-1.07%,1797814,945.43M
376,MODN,"Model N, Inc.",976.20M,1.64%,167208,253.80M
377,GB,Global Blue Group Holding AG,959.96M,0.62%,7893,448.71M
378,NYAX,Nayax Ltd.,938.24M,-0.97%,14183,235.49M
379,GDYN,"Grid Dynamics Holdings, Inc.",935.24M,2.20%,366483,312.91M
380,RSKD,Riskified Ltd.,902.36M,-1.18%,494484,297.61M
381,VMEO,"Vimeo, Inc.",899.04M,0.56%,3887630,417.21M
382,OLO,Olo Inc.,882.33M,-1.29%,703775,228.29M
383,RDWR,Radware Ltd.,857.00M,-4.07%,2645166,261.29M
384,NVTS,Navitas Semiconductor Corporation,840.70M,-1.92%,7184390,79.46M
385,ENFN,"Enfusion, Inc.",832.21M,0.43%,591348,174.54M
386,SSYS,Stratasys Ltd.,818.87M,1.36%,712468,627.60M
387,WEAV,"Weave Communications, Inc.",816.40M,-2.68%,244151,170.47M
388,PSFE,Paysafe Limited,809.50M,0.61%,475382,1.60B
389,TWKS,"Thoughtworks Holding, Inc.",797.15M,-0.40%,1091758,1.13B
390,WALD,Waldencast plc,789.83M,-,661471,166.13M
391,KC,Kingsoft Cloud Holdings Limited,782.54M,-2.85%,1008245,1.03B
392,KARO,Karooooo Ltd.,778.73M,-0.40%,1382,215.12M
393,WKME,WalkMe Ltd.,754.51M,0.58%,164721,266.95M
394,YALA,Yalla Group Limited,748.38M,0.83%,551664,318.88M
395,BELFB,Bel Fuse Inc.,741.31M,-0.62%,126956,639.81M
396,BELFA,Bel Fuse Inc.,739.73M,0.55%,16619,639.81M
397,IIIV,"i3 Verticals, Inc.",734.20M,-,275607,376.20M
398,PGY,Pagaya Technologies Ltd.,727.42M,-,55921,812.05M
399,BTDR,Bitdeer Technologies Group,723.31M,23.84%,4252754,-
400,IMXI,"International Money Express, Inc.",692.53M,2.29%,369129,658.74M
401,CNDT,Conduent Incorporated,669.82M,2.50%,2060775,3.72B
402,YEXT,"Yext, Inc.",666.17M,-2.71%,1055142,404.32M
403,HCKT,"The Hackett Group, Inc.",664.54M,0.42%,155236,296.59M
404,ML,MoneyLion Inc.,663.59M,-2.92%,189681,423.43M
405,NNDM,Nano Dimension Ltd.,663.00M,3.58%,2258256,53.96M
406,HKD,AMTD Digital Inc.,661.80M,0.85%,163824,33.07M
407,DSP,Viant Technology Inc.,646.08M,-3.59%,239776,222.93M
408,CRNC,Cerence Inc.,631.37M,1.23%,1293302,349.15M
409,AOSL,Alpha and Omega Semiconductor Limited,611.94M,-0.42%,232684,640.00M
410,DDD,3D Systems Corporation,601.29M,1.11%,1348201,505.95M
411,MGIC,Magic Software Enterprises Ltd.,596.54M,1.35%,105162,535.05M
412,CINT,CI&T Inc,587.66M,-4.33%,33819,458.62M
413,LASR,"nLIGHT, Inc.",585.44M,0.24%,274256,209.92M
414,BLND,"Blend Labs, Inc.",583.27M,19.57%,4671208,156.85M
415,MTTR,"Matterport, Inc.",578.29M,-4.84%,10187933,157.75M
416,SNPO,Snap One Holdings Corp.,575.94M,-3.11%,126093,1.06B
417,ICG,Intchains Group Limited,568.55M,0.16%,57,11.43M
418,SCWX,SecureWorks Corp.,567.62M,0.63%,91487,392.06M
419,EB,"Eventbrite, Inc.",566.39M,-1.08%,2429508,326.13M
420,DMRC,Digimarc Corporation,564.14M,-2.52%,340572,34.85M
421,BIGC,"BigCommerce Holdings, Inc.",550.75M,-1.11%,882742,309.39M
422,CEVA,"CEVA, Inc.",548.77M,-0.22%,528658,97.42M
423,SMRT,"SmartRent, Inc.",548.41M,0.37%,1707381,236.84M
424,MITK,"Mitek Systems, Inc.",543.43M,-1.76%,409987,172.32M
425,CORZ,"Core Scientific, Inc.",541.70M,12.13%,7904566,502.40M
426,ITRN,Ituran Location and Control Ltd.,540.71M,1.07%,146498,319.98M
427,CGNT,Cognyte Software Ltd.,539.77M,-0.65%,464788,302.97M
428,MLAB,"Mesa Laboratories, Inc.",538.60M,1.23%,48719,212.87M
429,BBAI,"BigBear.ai Holdings, Inc.",535.42M,-,22100640,154.96M
430,ALNT,Allient Inc.,528.83M,3.33%,83398,578.63M
431,DJCO,Daily Journal Corporation,526.20M,-1.51%,26106,71.40M
432,VNET,"VNET Group, Inc.",514.78M,-6.74%,4758748,1.02B
433,NOVA,Sunnova Energy International Inc.,514.43M,6.43%,14941648,720.65M
434,AAOI,"Applied Optoelectronics, Inc.",496.10M,-1.70%,1526840,217.65M
435,BAND,Bandwidth Inc.,493.63M,-2.61%,446108,601.12M
436,NRDY,"Nerdy, Inc.",493.35M,5.28%,3188367,193.40M
437,TTEC,"TTEC Holdings, Inc.",493.25M,5.58%,836932,2.46B
438,XPER,Xperi Holding Corporation,477.69M,0.93%,730571,521.33M
439,SKYT,"SkyWater Technology, Inc.",476.87M,-1.97%,516377,272.62M
440,TSAT,Telesat Corporation,475.39M,5.11%,35599,551.81M
441,SPWR,SunPower Corporation,468.21M,5.99%,8630485,1.83B
442,VPG,"Vishay Precision Group, Inc.",457.41M,-2.08%,123030,355.05M
443,CTLP,"Cantaloupe, Inc.",447.70M,0.33%,502080,252.57M
444,MEI,"Methode Electronics, Inc.",443.09M,-,1094212,1.14B
445,RDZN,"Roadzen, Inc.",442.81M,-0.46%,1911,-
446,AVNW,"Aviat Networks, Inc.",441.29M,-1.62%,114593,357.26M
447,NTGR,"NETGEAR, Inc.",438.54M,0.17%,271032,740.84M
448,DAVE,Dave Inc.,431.06M,-2.81%,97925,259.09M
449,ADTN,"ADTRAN Holdings, Inc.",428.12M,2.39%,1757259,1.28B
450,CLFD,"Clearfield, Inc.",425.02M,2.56%,283180,217.01M
451,LAW,"CS Disco, Inc.",420.71M,8.71%,387280,138.09M
452,AEHR,Aehr Test Systems,418.31M,-1.93%,1020335,81.53M
453,LYTS,LSI Industries Inc.,414.54M,0.49%,132094,473.55M
454,BLZE,"Backblaze, Inc.",412.65M,-4.74%,505814,96.21M
455,DAKT,"Daktronics, Inc.",412.26M,-0.54%,719545,812.07M
456,MVIS,"MicroVision, Inc.",405.18M,-7.71%,6302761,7.26M
457,AUDC,AudioCodes Ltd.,401.13M,-2.80%,46132,244.38M
458,NVEC,NVE Corporation,399.63M,-1.03%,33155,35.52M
459,NUKK,Nukkleus Inc.,383.74M,-14.31%,364678,26.73M
460,FARO,"FARO Technologies, Inc.",383.18M,-0.45%,1198276,358.83M
461,PRCH,"Porch Group, Inc.",375.78M,-7.96%,2015967,382.94M
462,AMSWA,"American Software, Inc.",368.74M,-0.27%,289440,110.31M
463,OSPN,OneSpan Inc.,365.05M,6.83%,3612353,235.11M
464,COMM,"CommScope Holding Company, Inc.",352.16M,3.42%,10354267,5.79B
465,RXT,"Rackspace Technology, Inc.",348.66M,-3.05%,6225223,3.02B
466,DOMO,"Domo, Inc.",340.54M,1.29%,399821,318.43M
467,EGHT,"8x8, Inc.",338.17M,-0.73%,4417882,733.82M
468,UIS,Unisys Corporation,332.48M,-,468949,2.02B
469,GPRO,"GoPro, Inc.",329.77M,3.74%,3468135,1.01B
470,QBTS,D-Wave Quantum Inc.,329.45M,0.97%,3175812,8.25M
471,FRGE,"Forge Global Holdings, Inc.",317.24M,3.87%,379878,67.58M
472,MTC,"MMTec, Inc.",316.64M,38.36%,397852,3.22M
473,GILT,Gilat Satellite Networks Ltd.,314.23M,0.52%,78087,266.09M
474,PERF,Perfect Corp.,312.12M,-3.83%,52924,53.51M
475,TGAN,"Transphorm, Inc.",311.00M,0.41%,252451,18.76M
476,WBX,Wallbox N.V.,300.00M,3.50%,415693,158.67M
477,MTLS,Materialise NV,299.47M,-1.00%,103828,308.81M
478,CAN,Canaan Inc.,297.60M,5.51%,18754285,211.48M
479,CLMB,"Climb Global Solutions, Inc.",296.89M,2.58%,19378,352.01M
480,RGTI,"Rigetti Computing, Inc.",290.36M,-0.76%,6880566,12.01M
481,RMNI,"Rimini Street, Inc.",284.93M,-0.63%,404233,431.50M
482,APPS,"Digital Turbine, Inc.",284.13M,5.71%,18886898,572.38M
483,STEM,"Stem, Inc.",280.05M,3.93%,5497492,461.52M
484,OPFI,OppFi Inc.,277.20M,-,210692,255.89M
485,IBEX,IBEX Limited,274.12M,-0.38%,100257,513.10M
486,ONTF,"ON24, Inc.",269.55M,1.83%,258454,163.71M
487,IMMR,Immersion Corporation,264.07M,0.48%,965189,33.92M
488,TRAK,"Park City Group, Inc.",262.40M,-0.21%,53326,19.81M
489,MIXT,MiX Telematics Limited,260.28M,-1.74%,209031,150.06M
490,CRNT,Ceragon Networks Ltd.,259.08M,-,478898,347.18M
491,RDVT,"Red Violet, Inc.",251.77M,0.67%,41999,60.20M
492,CCSI,"Consensus Cloud Solutions, Inc.",249.16M,5.32%,3341558,362.56M
493,QUIK,QuickLogic Corporation,246.22M,0.97%,397435,17.80M
494,AISP,"Airship AI Holdings, Inc.",245.23M,8.26%,4694384,22.64M
495,AIP,"Arteris, Inc.",243.37M,0.78%,227641,53.67M
496,HEAR,Turtle Beach Corporation,242.79M,10.47%,2328799,258.12M
497,KOPN,Kopin Corporation,242.00M,-13.24%,3539387,40.39M
498,PRTH,"Priority Technology Holdings, Inc.",237.99M,6.69%,151720,755.61M
499,API,"Agora, Inc.",233.73M,-,123241,141.54M
500,LSAK,"Lesaka Technologies, Inc.",227.71M,-0.14%,11262,547.10M
501,NOTE,"FiscalNote Holdings, Inc.",220.95M,2.94%,1245026,129.83M
502,OPTX,"Syntec Optics Holdings, Inc.",220.13M,-7.69%,67007,42.42M
503,TLS,Telos Corporation,219.31M,25.71%,1716911,151.66M
504,MX,Magnachip Semiconductor Corporation,213.50M,4.12%,1172856,230.05M
505,ASUR,"Asure Software, Inc.",209.86M,-0.24%,298540,119.08M
506,DM,"Desktop Metal, Inc.",209.68M,5.78%,9172740,197.91M
507,VLN,Valens Semiconductor Ltd.,209.37M,-1.51%,166883,84.16M
508,CSPI,CSP Inc.,203.99M,3.05%,75632,61.68M
509,ITI,"Iteris, Inc.",200.96M,2.13%,441663,171.68M
510,AXTI,"AXT, Inc.",199.45M,6.56%,1726301,82.16M
511,EGAN,eGain Corporation,198.14M,1.57%,129220,95.64M
512,ATGL,Alpha Technology Group Limited,198.11M,-2.43%,4794,1.11M
513,SSTI,SoundThinking Inc,197.17M,-1.94%,133870,87.67M
514,TCX,Tucows Inc.,196.75M,-0.39%,54602,331.29M
515,OUST,"Ouster, Inc.",190.03M,1.90%,653636,69.77M
516,KLTR,"Kaltura, Inc.",189.10M,0.38%,412259,175.17M
517,III,"Information Services Group, Inc.",188.99M,3.58%,273216,291.05M
518,BKSY,BlackSky Technology Inc.,188.54M,-4.55%,951183,78.40M
519,VOXX,VOXX International Corporation,182.14M,-0.87%,104460,497.35M
520,INOD,Innodata Inc.,178.56M,1.45%,270309,86.78M
521,REKR,"Rekor Systems, Inc.",176.41M,-1.44%,1430585,28.42M
522,INVE,"Identiv, Inc.",176.13M,-1.18%,126615,116.40M
523,EXFY,"Expensify, Inc.",172.97M,-1.97%,765863,150.69M
524,MRAM,"Everspin Technologies, Inc.",172.78M,-0.61%,177514,63.77M
525,SATL,Satellogic Inc.,166.02M,2.23%,8820,6.81M
526,MAXN,"Maxeon Solar Technologies, Ltd.",165.79M,8.72%,2558158,1.22B
527,ATOM,Atomera Incorporated,163.79M,-,150946,550.00K
528,TROO,"TROOPS, Inc.",162.66M,4.40%,7472,3.88M
529,SANG,Sangoma Technologies Corporation,158.30M,-,5479,189.28M
530,PXLW,"Pixelworks, Inc.",158.07M,4.14%,338649,59.68M
531,MKFG,Markforged Holding Corporation,153.28M,-2.82%,353135,99.28M
532,PAYS,"PaySign, Inc.",152.46M,7.27%,253245,44.20M
533,YIBO,Planet Image International Limited,150.65M,-5.42%,6038,142.13M
534,LUNA,Luna Innovations Incorporated,144.69M,6.71%,1103396,116.61M
535,MAPS,"WM Technology, Inc.",142.21M,7.34%,392498,195.87M
536,VCSA,"Vacasa, Inc.",141.03M,0.63%,92167,1.12B
537,PWFL,"PowerFleet, Inc.",140.30M,-3.71%,901053,132.20M
538,AIXI,Xiao-I Corporation,139.77M,3.09%,262989,61.80M
539,INTT,inTEST Corporation,138.43M,0.18%,116454,129.55M
540,ZFOX,"ZeroFox Holdings, Inc.",138.35M,1.80%,123818,-
541,,Nano Labs Ltd,136.10M,0.77%,25518,655.30M
542,GMM,Global Mofy Metaverse Limited,135.46M,-2.00%,1020025,26.89M
543,ARBE,Arbe Robotics Ltd.,134.08M,4.60%,67224,1.47M
544,ALAR,Alarum Technologies Ltd.,132.99M,-10.72%,237376,26.52M
545,LTRX,"Lantronix, Inc.",130.79M,-1.43%,337952,137.96M
546,CMTL,Comtech Telecommunications Corp.,129.55M,0.88%,1164877,570.77M
547,ALOT,"AstroNova, Inc.",128.74M,-0.17%,6529,148.35M
548,PSQH,"PSQ Holdings, Inc.",128.45M,-0.21%,106478,5.69M
549,ARQQ,Arqit Quantum Inc.,127.16M,0.13%,754023,640.00K
550,WRAP,"Wrap Technologies, Inc.",123.80M,2.50%,462790,9.13M
551,BMR,Beamr Imaging Ltd.,122.96M,-1.72%,7505352,2.91M
552,PXDT,"Pixie Dust Technologies, Inc.",121.00M,1.52%,7199,5.68M
553,RELL,"Richardson Electronics, Ltd.",119.80M,2.69%,155531,225.91M
554,CMBM,Cambium Networks Corporation,118.02M,3.77%,160449,264.50M
555,UEIC,Universal Electronics Inc.,117.52M,4.06%,148074,445.62M
556,MPTI,"M-tron Industries, Inc.",117.31M,3.47%,30017,39.07M
557,MYNA,Mynaric AG,109.46M,6.38%,3145,4.70M
558,SOL,Emeren Group Ltd,107.98M,-0.54%,956618,86.34M
559,LDTC,LeddarTech Holdings Inc.,105.88M,-,39156,6.16M
560,OCFT,"OneConnect Financial Technology Co., Ltd.",104.83M,8.56%,48872,548.19M
561,ZENV,Zenvia Inc.,104.53M,-2.91%,106362,153.40M
562,FEIM,"Frequency Electronics, Inc.",102.72M,-9.81%,225264,49.61M
563,SILC,Silicom Ltd.,101.38M,3.45%,42527,124.13M
564,XBP,XBP Europe Holdings Inc,101.10M,-20.36%,207672,220.74M
565,SYT,"SYLA Technologies Co., Ltd.",99.92M,-0.78%,429,150.94M
566,BEEM,Beam Global,99.35M,-1.15%,78438,55.22M
567,VERI,"Veritone, Inc.",98.58M,42.12%,13291171,137.25M
568,SNCR,"Synchronoss Technologies, Inc.",97.07M,-1.92%,72990,234.70M
569,GSIT,"GSI Technology, Inc.",95.62M,3.70%,174882,22.00M
570,FEBO,Fenbo Holdings Limited,95.48M,-0.80%,8276,15.31M
571,RSSS,"Research Solutions, Inc.",95.25M,5.48%,96180,40.68M
572,IZM,ICZOOM Group Inc.,94.58M,-1.77%,347896,214.41M
573,AEYE,"AudioEye, Inc.",94.36M,4.32%,111357,31.32M
574,VLD,"Velo3D, Inc.",93.19M,17.33%,12744325,105.54M
575,CCRD,CoreCard Corporation,91.25M,2.73%,88678,56.00M
576,KVHI,"KVH Industries, Inc.",89.23M,2.64%,156986,137.41M
577,SURG,"SurgePays, Inc.",87.83M,1.09%,577051,137.14M
578,ALLT,Allot Ltd.,86.46M,-1.33%,36755,93.15M
579,LPSN,"LivePerson, Inc.",86.38M,4.05%,3398516,401.98M
580,QUBT,"Quantum Computing, Inc.",85.61M,-2.63%,1947569,284.43K
581,AUID,authID Inc.,83.07M,-9.10%,31282,384.32K
582,VUZI,Vuzix Corporation,82.85M,8.20%,975719,13.96M
583,BCOV,Brightcove Inc.,82.60M,-,387603,201.19M
584,PET,Wag! Group Co.,82.02M,-2.88%,39970,79.28M
585,RYDE,Ryde Group Ltd,81.90M,-10.70%,401543,6.58M
586,GNSS,Genasys Inc.,78.81M,1.68%,47256,40.54M
587,SOTK,Sono-Tek Corporation,78.41M,1.25%,7391,18.59M
588,SSNT,"SilverSun Technologies, Inc.",76.38M,3.21%,54611,52.21M
589,OSS,"One Stop Systems, Inc.",75.82M,5.98%,67794,65.99M
590,LINK,"Interlink Electronics, Inc.",73.42M,4.91%,2385,12.01M
591,RTC,Baijiayun Group Ltd,72.78M,3.74%,261957,11.36M
592,SELX,Semilux International Ltd.,71.99M,11.04%,330965,3.89M
593,BKKT,"Bakkt Holdings, Inc.",71.68M,9.07%,7100687,580.99M
594,ZEPP,Zepp Health Corporation,70.19M,1.74%,48846,408.16M
595,ELTK,Eltek Ltd.,69.75M,1.54%,80330,46.70M
596,MKTW,"MarketWise, Inc.",69.24M,1.06%,152474,-
597,PHUN,"Phunware, Inc.",69.03M,20.75%,1895866,15.80M
598,UPLD,"Upland Software, Inc.",68.67M,0.42%,117579,297.85M
599,TYGO,"Tigo Energy, Inc.",67.55M,-12.17%,170029,-
600,SPRU,Spruce Power Holding Corporation,67.44M,1.57%,88258,71.22M
601,ASYS,"Amtech Systems, Inc.",67.12M,-,58063,116.68M
602,WFCF,"Where Food Comes From, Inc.",66.91M,-3.44%,4713,25.14M
603,ONDS,Ondas Holdings Inc.,62.76M,-1.12%,248541,11.21M
604,POET,POET Technologies Inc.,61.83M,-,21358,557.79K
605,DPSI,"Decisionpoint Systems, Inc.",61.24M,1.50%,2829,109.57M
606,STIX,"Semantix, Inc.",61.19M,-8.21%,7909,44.82M
607,QMCO,Quantum Corporation,59.88M,14.27%,940416,407.47M
608,CSLR,"Complete Solaria, Inc.",59.56M,-5.29%,61278,171.96M
609,RCAT,"Red Cat Holdings, Inc.",58.59M,-5.06%,557930,10.99M
610,TACT,TransAct Technologies Incorporated,57.55M,-6.65%,43199,72.63M
611,AIRG,"Airgain, Inc.",56.93M,0.56%,28761,56.04M
612,EBON,Ebang International Holdings Inc.,56.84M,14.21%,68957,11.35M
613,GRRR,Gorilla Technology Group Inc.,56.19M,9.00%,893402,-
614,FTCI,"FTC Solar, Inc.",55.62M,-0.76%,2116658,130.02M
615,LPTH,"LightPath Technologies, Inc.",55.13M,3.45%,61823,32.49M
616,AKTS,"Akoustis Technologies, Inc.",54.97M,-4.23%,2869323,29.71M
617,KPLT,"Katapult Holdings, Inc.",54.80M,4.82%,25045,214.34M
618,KNW,"Know Labs, Inc.",53.52M,4.23%,55113,-
619,NVNI,Nvni Group Limited,52.95M,-3.65%,2452,23.54M
620,DZSI,DZS Inc.,52.62M,-,158264,389.46M
621,KTCC,Key Tronic Corporation,52.04M,2.90%,28904,620.34M
622,MOGO,Mogo Inc.,48.84M,-3.02%,61466,48.30M
623,SWVL,Swvl Holdings Corp.,47.88M,6.38%,44699,21.87M
624,AGMH,AGM Group Holdings Inc.,46.57M,-1.04%,41511,165.45M
625,DTST,Data Storage Corporation,46.17M,-4.90%,171678,24.74M
626,ISDR,Issuer Direct Corporation,44.87M,1.19%,17874,33.38M
627,CLRO,"ClearOne, Inc.",44.81M,-8.02%,566603,18.57M
628,SATX,Satixfy Communications Ltd.,44.57M,0.09%,13073,-
629,MOBX,Mobix Labs Inc,44.40M,19.77%,452840,-
630,MNDO,MIND C.T.I. Ltd,43.75M,0.68%,70803,21.61M
631,BKTI,BK Technologies Corporation,42.33M,4.65%,13778,74.09M
632,MRT,"Marti Technologies, Inc.",42.26M,-1.99%,35073,34.47M
633,EGIO,"Edgio, Inc.",41.98M,7.11%,90123,379.92M
634,USIO,"Usio, Inc.",41.83M,3.14%,23966,81.93M
635,JFU,9F Inc.,41.21M,0.71%,4057,102.96M
636,REFR,Research Frontiers Incorporated,40.88M,0.83%,32252,909.60K
637,CPTN,"Cepton, Inc.",40.55M,-4.33%,24550,9.68M
638,CXAI,CXApp Inc.,40.10M,9.60%,6053140,-
639,INLX,"Intellinetics, Inc.",39.72M,-,5176,16.73M
640,HOLO,MicroCloud Hologram Inc.,38.74M,-3.02%,2753413,-
641,PALT,"Paltalk, Inc.",38.55M,-14.32%,363463,11.08M
642,ARBB,ARB IOT Group Limited,37.54M,-5.48%,52410,51.47M
643,CREX,"Creative Realities, Inc.",37.46M,9.67%,40515,41.20M
644,DGHI,Digihost Technology Inc.,37.30M,4.69%,136645,21.01M
645,DSWL,"Deswell Industries, Inc.",35.18M,-2.69%,4389,70.63M
646,CASA,"Casa Systems, Inc.",35.10M,-9.69%,222827,249.79M
647,FCUV,Focus Universal Inc.,34.87M,-1.25%,65998,841.01K
648,LGL,"The LGL Group, Inc.",33.78M,0.48%,1790,-20.83M
649,IDN,"Intellicheck, Inc.",33.68M,4.89%,31822,18.28M
650,INSG,Inseego Corp.,33.62M,2.51%,86310,195.69M
651,FKWL,Franklin Wireless Corp.,33.61M,1.04%,32149,47.36M
652,AWRE,"Aware, Inc.",33.59M,5.00%,84501,17.93M
653,NTWK,"NetSol Technologies, Inc.",33.26M,-,7385,56.78M
654,APCX,AppTech Payments Corp.,33.11M,0.63%,59877,471.00K
655,STRC,Sarcos Technology and Robotics Corporation,32.87M,12.60%,561092,6.15M
656,ULY,Urgent.ly Inc.,32.44M,-22.08%,278877,-
657,LAES,SEALSQ Corp,32.21M,5.81%,891081,27.29M
658,DAIO,Data I/O Corporation,31.48M,1.43%,11432,28.46M
659,SQNS,Sequans Communications S.A.,31.45M,-4.11%,457038,33.62M
660,DUOT,"Duos Technologies Group, Inc.",31.38M,2.42%,19404,11.88M
661,BTCM,BIT Mining Limited,31.11M,3.52%,53732,43.10M
662,NSYS,Nortech Systems Incorporated,31.06M,-1.59%,1591,138.90M
663,MLGO,MicroAlgo Inc.,30.40M,-2.21%,1090377,-
664,FATH,Fathom Digital Manufacturing Corporation,30.02M,1.14%,479,139.34M
665,EMKR,EMCORE Corporation,29.38M,-,475356,96.89M
666,RBT,"Rubicon Technologies, Inc.",28.69M,-7.15%,641540,692.91M
667,UMAC,"Unusual Machines, Inc.",28.60M,8.05%,42837,-
668,SONM,"Sonim Technologies, Inc.",28.42M,-2.58%,64278,104.32M
669,SMSI,"Smith Micro Software, Inc.",26.71M,-4.76%,249607,40.86M
670,GETR,"Getaround, Inc.",26.55M,1.75%,491631,68.37M
671,CLPS,CLPS Incorporation,26.29M,-0.49%,1509,145.37M
672,TRT,Trio-Tech International,26.05M,5.48%,18048,41.09M
673,NXPL,NextPlat Corp,25.84M,0.72%,8556,23.75M
674,CPSH,CPS Technologies Corporation,25.55M,4.55%,26611,27.55M
675,MSAI,MultiSensor AI Holdings Inc.,25.20M,9.48%,183765,11.08M
676,ANY,Sphere 3D Corp.,24.83M,5.07%,799781,21.91M
677,PRST,"Presto Automation, Inc.",24.60M,-7.26%,9117912,21.20M
678,WKEY,WISeKey International Holding AG,24.58M,0.40%,8357,28.08M
679,UTSI,UTStarcom Holdings Corp.,24.34M,-4.03%,3985,13.07M
680,WYY,WidePoint Corporation,23.35M,2.65%,14961,101.11M
681,OCC,Optical Cable Corporation,23.13M,-0.34%,3820,68.74M
682,KOSS,Koss Corporation,22.86M,0.40%,10156,13.21M
683,KULR,"KULR Technology Group, Inc.",22.64M,-9.12%,5153883,9.31M
684,HKIT,Hitek Global Inc.,22.64M,-7.10%,100041,6.43M
685,RVYL,Ryvyl Inc.,22.59M,-2.21%,21300,54.04M
686,VRAR,"The Glimpse Group, Inc.",21.51M,-4.30%,93738,11.76M
687,BMTX,"BM Technologies, Inc.",21.48M,-5.71%,7703,56.90M
688,FTFT,Future FinTech Group Inc.,21.18M,4.05%,324384,31.99M
689,HTCR,"HeartCore Enterprises, Inc.",21.05M,-6.73%,83534,20.52M
690,MRDB,MariaDB plc,20.66M,-0.37%,32101,53.92M
691,SYNX,Silynxcom Ltd.,20.21M,2.42%,2927,7.26M
692,VHC,VirnetX Holding Corp,19.87M,5.00%,29030,12.00K
693,SGMA,"SigmaTron International, Inc.",19.68M,10.37%,67152,399.71M
694,JG,Aurora Mobile Limited,19.45M,-4.32%,5109,40.94M
695,NEON,Neonode Inc.,19.28M,0.79%,13939,4.45M
696,SPI,"SPI Energy Co., Ltd.",19.15M,-0.49%,32199,209.89M
697,TAIT,Taitron Components Incorporated,19.03M,-2.19%,16209,6.92M
698,DTSS,Datasea Inc.,18.94M,-,937,23.68M
699,VIAO,VIA optronics AG,18.70M,3.81%,621,210.00M
700,MINM,"Minim, Inc.",18.32M,-11.89%,365996,35.27M
701,AMPG,"AmpliTech Group, Inc.",17.15M,1.54%,5105,15.85M
702,TSRI,"TSR, Inc.",17.04M,-3.07%,726,93.37M
703,SOS,SOS Limited,16.80M,5.00%,1016242,217.08M
704,CTM,"Castellum, Inc.",16.18M,-6.67%,123637,44.18M
705,SPPL,SIMPPLE LTD.,16.06M,-0.91%,347090,4.87M
706,BOSC,B.O.S. Better Online Solutions Ltd.,15.35M,-0.99%,6877,44.62M
707,CISO,CISO Global Inc,15.01M,12.40%,187978,58.06M
708,ELSE,"Electro-Sensors, Inc.",14.36M,-5.73%,3540,8.35M
709,SVRE,SaverOne 2014 Ltd,13.85M,-,30560,2.29M
710,TURB,"Turbo Energy, S.A.",13.72M,5.51%,8645,33.91M
711,XELA,"Exela Technologies, Inc.",13.18M,22.22%,656332,1.07B
712,AHI,Advanced Human Imaging Limited,13.11M,-3.23%,12201,2.79M
713,CYN,Cyngn Inc.,12.99M,1.33%,2064701,1.49M
714,MTBL,"Moatable, Inc.",12.39M,-0.62%,13961,50.81M
715,MVLA,Movella Holdings Inc.,12.27M,14.65%,4662069,57.99M
716,CAUD,Collective Audience Inc.,12.20M,-2.15%,76463,28.63M
717,MMAT,Meta Materials Inc.,12.11M,2.66%,253315,7.09M
718,OLB,"The OLB Group, Inc.",12.10M,2.26%,8235,31.62M
719,WRNT,Warrantee Inc.,11.68M,-4.79%,99985,1.63M
720,BNZI,"Banzai International, Inc.",11.47M,-5.32%,696573,7.70M
721,WATT,Energous Corporation,11.00M,-8.29%,111099,561.71K
722,MSN,Emerson Radio Corp.,10.95M,1.79%,1757,8.74M
723,BLIN,"Bridgeline Digital, Inc.",10.78M,0.99%,22207,15.56M
724,MTEK,Maris-Tech Ltd.,10.64M,-,14008,2.01M
725,SGE,"Strong Global Entertainment, Inc.",10.56M,-7.75%,4176,50.13M
726,HUBC,HUB Cyber Security (Israel) Ltd.,10.52M,3.74%,76282,73.04M
727,XTIA,Inpixon,10.24M,-4.33%,351784,12.46M
728,LEDS,SemiLEDs Corporation,9.61M,3.38%,22110,5.93M
729,SGN,Signing Day Sports Inc.,9.54M,-11.84%,63933,222.22K
730,IDAI,T Stamp Inc.,9.51M,2.88%,1524291,4.49M
731,VHAI,Vocodia Holdings Corp,9.47M,17.53%,2665865,156.61K
732,SLNH,"Soluna Holdings, Inc.",9.21M,-10.40%,78090,15.13M
733,EZFL,EZFill Holdings Inc.,9.17M,-11.08%,52233,22.38M
734,WLDS,Wearable Devices Ltd.,9.11M,6.36%,40841,29.00K
735,ELWS,"Earlyworks Co., Ltd",9.02M,-4.20%,187311,312.95K
736,ISUN,"iSun, Inc.",8.82M,-1.64%,353119,96.13M
737,SOBR,"SOBR Safe, Inc.",8.72M,1.55%,77136,144.33K
738,JTAI,Jet.AI Inc.,8.64M,59.72%,100811203,29.90M
739,VISL,"Vislink Technologies, Inc.",8.43M,-3.17%,10702,26.79M
