,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
363,GHG,GreenTree Hospitality Group Ltd.,316.75M,1.61%,1641,-
364,MYTE,MYT Netherlands Parent B.V.,315.79M,-1.31%,88572,874.94M
365,GGR,Gogoro Inc.,315.27M,10.85%,489188,349.85M
366,COOK,"Traeger, Inc.",305.78M,-7.53%,406514,605.88M
367,HYLN,Hyliion Holdings Corp.,294.96M,-1.22%,1110059,672.00K
368,ZUMZ,Zumiez Inc.,292.15M,-7.67%,767688,873.77M
369,HBB,Hamilton Beach Brands Holding Company,292.04M,0.10%,60184,625.63M
370,TTSH,"Tile Shop Holdings, Inc.",287.09M,0.31%,223457,377.15M
371,GCO,Genesco Inc.,282.05M,1.55%,111914,2.31B
372,GENK,"GEN Restaurant Group, Inc.",281.50M,8.27%,88810,181.01M
373,YSG,Yatsen Holding Limited,280.09M,-12.87%,13109419,481.63M
374,NATH,"Nathan's Famous, Inc.",278.61M,0.22%,12102,137.03M
375,WEYS,"Weyco Group, Inc.",277.62M,1.61%,23790,318.05M
376,JILL,"J.Jill, Inc.",277.37M,0.30%,96057,602.87M
377,LE,"Lands' End, Inc.",270.75M,-0.12%,208179,1.49B
378,NAAS,NaaS Technology Inc.,269.01M,-0.91%,1234981,-
379,SFIX,"Stitch Fix, Inc.",267.98M,0.90%,1686773,1.47B
380,SGC,"Superior Group of Companies, Inc.",266.69M,3.11%,210390,543.30M
381,LOCO,"El Pollo Loco Holdings, Inc.",264.65M,1.43%,265930,468.66M
382,CTRN,"Citi Trends, Inc.",264.62M,-1.81%,94384,742.22M
383,AEVA,"Aeva Technologies, Inc.",263.09M,1.87%,2239849,2.89M
384,IRBT,iRobot Corporation,261.19M,6.96%,6591692,890.58M
385,CLAR,Clarus Corporation,255.04M,1.96%,462335,286.02M
386,LANV,Lanvin Group Holdings Limited,254.86M,-12.72%,139819,478.19M
387,CPS,Cooper-Standard Holdings Inc.,251.08M,-0.07%,330882,2.82B
388,HOFT,Hooker Furnishings Corporation,248.65M,2.90%,66246,467.75M
389,BRLT,"Brilliant Earth Group, Inc.",245.63M,3.95%,204535,441.67M
390,JZXN,"Jiuzi Holdings, Inc.",241.29M,0.49%,93837,3.03M
391,DIBS,"1stdibs.Com, Inc.",240.46M,-2.48%,117173,84.68M
392,JAKK,"JAKKS Pacific, Inc.",239.95M,1.97%,111026,716.05M
393,INSE,"Inspired Entertainment, Inc.",236.76M,0.55%,134591,318.40M
394,KFS,Kingsway Financial Services Inc.,235.66M,0.48%,63268,125.94M
395,BARK,"BARK, Inc.",232.10M,10.48%,1744755,494.72M
396,DXLG,"Destination XL Group, Inc.",223.88M,0.81%,365724,528.55M
397,TLYS,"Tilly's, Inc.",215.81M,-3.75%,259326,630.41M
398,LCUT,"Lifetime Brands, Inc.",214.37M,1.22%,172774,686.68M
399,INVZ,Innoviz Technologies Ltd.,213.95M,0.77%,1377268,20.88M
400,KNDI,"Kandi Technologies Group, Inc.",210.05M,-4.17%,217257,123.60M
401,THCH,TH International Limited,207.94M,-7.58%,389922,204.41M
402,CANG,Cango Inc.,206.17M,-1.96%,60421,240.04M
403,CBD,Companhia Brasileira de Distribuição,205.26M,-4.23%,254442,3.27B
404,TDUP,ThredUp Inc.,204.60M,2.14%,506104,322.02M
405,CVGI,"Commercial Vehicle Group, Inc.",204.27M,1.65%,261763,1.01B
406,VRA,"Vera Bradley, Inc.",197.60M,-,489028,484.61M
407,MOND,"Mondee Holdings, Inc.",188.92M,-3.49%,269927,200.95M
408,RCKY,"Rocky Brands, Inc.",188.20M,-3.23%,48651,474.81M
409,ESCA,"Escalade, Incorporated",185.58M,-0.59%,42069,270.20M
410,ALLG,Allego N.V.,183.88M,-17.59%,1377321,167.77M
411,EM,Smart Share Global Limited,180.16M,-,359888,421.96M
412,FLXS,"Flexsteel Industries, Inc.",177.01M,-1.08%,48403,399.58M
413,HYZN,Hyzon Motors Inc.,176.82M,2.08%,747804,787.00K
414,RMBL,"RumbleON, Inc.",176.38M,5.60%,960262,1.38B
415,BZUN,Baozun Inc.,166.12M,1.80%,599407,1.18B
416,PLCE,"The Children's Place, Inc.",163.64M,-0.80%,630580,1.60B
417,FLL,"Full House Resorts, Inc.",160.83M,3.66%,164900,217.11M
418,PNST,Pinstripes Holdings Inc.,160.75M,11.08%,336764,82.53M
419,DLTH,Duluth Holdings Inc.,160.53M,2.63%,156225,642.83M
420,PRPL,"Purple Innovation, Inc.",160.51M,4.00%,1302253,510.54M
421,VIRC,Virco Mfg. Corporation,158.90M,3.19%,103520,265.30M
422,MPAA,"Motorcar Parts of America, Inc.",156.71M,-2.51%,64025,722.93M
423,WISH,ContextLogic Inc.,150.05M,-0.49%,1012570,287.00M
424,WW,"WW International, Inc.",148.11M,20.86%,18854970,889.55M
425,NIU,Niu Technologies,145.78M,-5.32%,2147487,383.13M
426,BSET,"Bassett Furniture Industries, Incorporated",130.76M,-1.55%,55359,390.14M
427,CATO,The Cato Corporation,130.51M,-1.26%,217901,712.23M
428,DTC,"Solo Brands, Inc.",122.85M,10.38%,1271187,494.78M
429,FAT,FAT Brands Inc.,121.88M,0.96%,17363,480.46M
430,FATBB,FAT Brands Inc.,121.21M,-2.81%,1504,480.46M
431,BIRD,"Allbirds, Inc.",118.55M,-4.42%,2280668,254.07M
432,STKS,"The ONE Group Hospitality, Inc.",117.27M,12.15%,572554,331.15M
433,GRWG,GrowGeneration Corp.,116.80M,4.99%,1205720,225.88M
434,ELA,Envela Corporation,115.34M,2.31%,30229,182.39M
435,LAKE,"Lakeland Industries, Inc.",114.23M,3.16%,14006,122.45M
436,SPWH,"Sportsman's Warehouse Holdings, Inc.",113.73M,3.95%,822520,1.30B
437,AOUT,"American Outdoor Brands, Inc.",108.81M,-2.41%,91517,197.00M
438,UFI,"Unifi, Inc.",104.77M,-1.56%,47238,583.56M
439,CPHC,Canterbury Park Holding Corporation,104.76M,-2.23%,5133,61.44M
440,FTEL,Fitell Corporation,104.19M,-1.73%,596581,3.87M
441,WPRT,Westport Fuel Systems Inc.,103.74M,-0.50%,23950,322.66M
442,YTRA,"Yatra Online, Inc.",99.48M,-5.77%,587639,52.41M
443,RRGB,"Red Robin Gourmet Burgers, Inc.",99.47M,0.63%,526384,1.30B
444,CAAS,"China Automotive Systems, Inc.",99.01M,2.44%,23233,545.98M
445,TOUR,Tuniu Corporation,98.05M,-,256817,62.24M
446,PRTS,"CarParts.com, Inc.",97.91M,4.05%,1001567,675.73M
447,AKA,a.k.a. Brands Holding Corp.,94.51M,15.33%,15867,546.26M
448,STRT,Strattec Security Corporation,93.96M,-2.60%,9751,513.34M
449,CNTY,"Century Casinos, Inc.",93.20M,1.95%,230021,550.21M
450,FSR,Fisker Inc.,91.26M,12.78%,347757270,73.13M
451,CREV,Carbon Revolution Public Limited,88.96M,8.58%,5486,17.46M
452,LITB,"LightInTheBox Holding Co., Ltd.",88.66M,-0.65%,233837,650.29M
453,KEQU,Kewaunee Scientific Corporation,88.44M,0.96%,10678,201.04M
454,LUXH,LuxUrban Hotels Inc.,88.39M,-5.22%,247363,98.83M
455,LIVE,Live Ventures Incorporated,86.57M,-3.36%,4766,403.78M
456,CONN,"Conn's, Inc.",83.99M,-1.84%,1427818,1.21B
457,WKHS,Workhorse Group Inc.,83.59M,5.77%,14348881,13.09M
458,SUP,"Superior Industries International, Inc.",82.59M,-2.09%,82433,1.39B
459,NDLS,Noodles & Company,80.98M,-,745277,503.41M
460,BGFV,Big 5 Sporting Goods Corporation,80.11M,-0.28%,1339137,884.75M
461,SLNA,Selina Hospitality PLC,77.95M,-6.19%,230233,-
462,GORV,Lazydays Holdings Inc,74.91M,-3.60%,126185,1.08B
463,GOEV,Canoo Inc.,74.00M,48.09%,29233439,519.00K
464,NHTC,Natural Health Trends Corp.,72.90M,3.78%,20612,43.92M
465,NTZ,Natuzzi S.p.A.,68.84M,-1.57%,273,498.39M
466,TUP,Tupperware Brands Corporation,68.02M,2.72%,1955089,1.30B
467,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",66.22M,-2.47%,16139,355.18M
468,SOND,Sonder Holdings Inc.,65.28M,-6.78%,47063,573.81M
469,BGI,Birks Group Inc.,63.50M,-2.80%,3065,170.73M
470,REE,REE Automotive Ltd.,61.06M,1.77%,8587,943.00K
471,PLBY,"PLBY Group, Inc.",58.48M,3.53%,1227812,188.34M
472,CULP,"Culp, Inc.",58.13M,-5.60%,28080,237.23M
473,GAN,GAN Limited,57.74M,-,407986,129.42M
474,PMNT,Perfect Moment Ltd.,56.55M,-4.47%,4468,27.03M
475,TCS,"The Container Store Group, Inc.",55.74M,-2.78%,1893654,901.46M
476,CRWS,"Crown Crafts, Inc.",55.09M,0.37%,23483,86.67M
477,INTG,The InterGroup Corporation,54.23M,-10.79%,13142,57.18M
478,JL,J-Long Group Limited,53.69M,1.75%,883186,38.29M
479,GP,GreenPower Motor Company Inc.,52.44M,2.44%,6422,49.53M
480,CJET,"Chijet Motor Company, Inc.",51.89M,52.17%,1079235,17.58M
481,LL,"LL Flooring Holdings, Inc.",51.80M,-3.31%,916495,904.75M
482,ARKR,Ark Restaurants Corp.,50.06M,-1.22%,6494,184.84M
483,NCNC,noco-noco Inc.,47.23M,2.68%,293102,-
484,BDL,"Flanigan's Enterprises, Inc.",46.54M,-1.72%,4339,177.68M
485,HOUR,"Hour Loop, Inc.",45.61M,-5.22%,637,123.86M
486,CENN,Cenntro Electric Group Limited,43.54M,-2.10%,93857,-
487,FOSL,"Fossil Group, Inc.",43.27M,7.41%,4134960,1.41B
488,VNCE,Vince Holding Corp.,41.88M,2.39%,8412,308.89M
489,VIOT,"Viomi Technology Co., Ltd",41.48M,1.03%,28775,400.66M
490,SYPR,"Sypris Solutions, Inc.",38.35M,-,8772,131.20M
491,LGCB,Linkage Global Inc,38.06M,-0.56%,8843,22.03M
492,MULN,"Mullen Automotive, Inc.",37.48M,-3.85%,623530,366.00K
493,TLF,"Tandy Leather Factory, Inc.",37.29M,1.79%,4496,77.75M
494,VEV,Vicinity Motor Corp.,36.21M,-3.72%,14585,11.85M
495,JRSH,"Jerash Holdings (US), Inc.",36.01M,-1.69%,12724,119.39M
496,YHGJ,Yunhong Green CTI Ltd.,35.17M,6.79%,34384,16.60M
497,EVTV,"Envirotech Vehicles, Inc.",34.90M,-9.96%,21948,4.64M
498,KIRK,"Kirkland's, Inc.",33.47M,-3.15%,309498,465.22M
499,MI,NFT Ltd.,32.05M,-2.18%,376310,4.68M
500,BNED,"Barnes & Noble Education, Inc.",31.89M,1.93%,862397,1.55B
501,ATER,"Aterian, Inc.",30.42M,4.89%,758185,164.71M
502,GTIM,Good Times Restaurants Inc.,29.99M,-0.75%,29019,137.86M
503,PEV,Phoenix Motor Inc.,29.27M,-2.06%,150654,4.98M
504,MRM,MEDIROM Healthcare Technologies Inc.,29.18M,2.93%,3438,49.82M
505,SOLO,Electrameccanica Vehicles Corp.,26.41M,2.22%,414211,608.43K
506,ECDA,ECD Automotive Design Inc,26.30M,14.61%,100009,19.90M
507,RENT,"Rent the Runway, Inc.",25.99M,1.36%,604401,297.80M
508,RAVE,"RAVE Restaurant Group, Inc.",25.67M,-,42849,11.90M
509,VRM,"Vroom, Inc.",25.50M,-13.39%,593182,893.20M
510,NCL,Northann Corp.,24.37M,0.65%,116356,10.59M
511,GDHG,Golden Heaven Group Holdings Ltd.,23.29M,-1.59%,1223463,31.79M
512,WBUY,WEBUY GLOBAL LTD.,21.48M,3.64%,92380,44.56M
513,DLA,"Delta Apparel, Inc.",20.87M,-3.72%,25104,387.99M
514,RGS,Regis Corporation,19.83M,-3.25%,22101,215.91M
515,XELB,"Xcel Brands, Inc.",19.48M,-23.93%,285878,19.53M
516,IPW,iPower Inc.,19.48M,-4.93%,5603,86.93M
517,CTNT,Cheetah Net Supply Chain Service Inc.,19.35M,-5.29%,22659,42.11M
518,CHSN,Chanson International Holding,19.11M,-0.31%,49135,13.54M
519,MGIH,Millennium Group International Holdings Limited,17.89M,1.90%,32667,45.60M
520,DOGZ,Dogness (International) Corporation,17.33M,11.69%,951097,17.58M
521,BFI,"BurgerFi International, Inc.",16.62M,-1.58%,55828,173.87M
522,WKSP,Worksport Ltd.,16.26M,-8.63%,543542,729.32K
523,HWH,HWH International Inc.,16.03M,-2.70%,22839,-
524,FRSX,Foresight Autonomous Holdings Ltd.,15.81M,-3.81%,33058,458.00K
525,MOGU,MOGU Inc.,15.44M,1.11%,467,27.58M
526,ISPO,Inspirato Incorporated,15.37M,-5.50%,2186,329.10M
527,ZAPP,Zapp Electric Vehicles Group Limited,13.81M,8.46%,35636,-
528,YJ,Yunji Inc.,13.73M,-5.01%,6202,107.26M
529,FGI,FGI Industries Ltd.,13.68M,-2.08%,3678,118.08M
530,DSS,"DSS, Inc.",13.64M,1.03%,8827,34.72M
531,JEWL,Adamas One Corp.,13.44M,-0.11%,300597,1.82M
532,LTRY,Lottery.com Inc.,11.73M,-0.60%,10069,2.11M
533,CTHR,"Charles & Colvard, Ltd.",11.18M,-3.49%,98289,25.06M
534,CZOO,Cazoo Group Ltd,11.00M,-5.78%,19712,1.37B
535,BTBD,"BT Brands, Inc.",10.93M,3.61%,662,14.06M
536,VEEE,Twin Vee Powercats Co.,10.66M,3.51%,6176,33.85M
537,VLCN,"Volcon, Inc.",10.50M,5.68%,2977214,2.93M
538,SRM,"SRM Entertainment, Inc.",10.11M,-0.92%,18995,6.07M
539,UXIN,Uxin Limited,9.66M,5.85%,24486,200.74M
540,EZGO,EZGO Technologies Ltd.,9.41M,-1.72%,1254923,15.92M
541,SPGC,"Sacks Parente Golf, Inc.",9.04M,-1.64%,13334,240.00K
542,DXYN,"The Dixie Group, Inc.",8.96M,11.68%,211305,280.21M
543,PIK,Kidpik Corp.,8.78M,2.79%,115191,15.61M
544,JOAN,JOANN Inc.,8.78M,11.68%,1726520,2.16B
545,AYRO,"Ayro, Inc.",8.46M,-1.79%,19679,949.93K
546,XWEL,"XWELL, Inc.",8.44M,0.54%,28535,30.26M
547,JXJT,JX Luxventure Limited,7.82M,1.60%,24990,49.91M
548,VMAR,Vision Marine Technologies Inc.,7.58M,-3.02%,86319,3.80M
549,LIDR,"AEye, Inc.",7.34M,-1.71%,116942,2.49M
550,FRZA,"Forza X1, Inc.",7.31M,3.32%,17906,18.56K
551,EFOI,"Energy Focus, Inc.",7.04M,-5.78%,13055,3.99M
552,FORD,"Forward Industries, Inc.",6.34M,-23.41%,91450,33.03M
553,OCG,Oriental Culture Holding LTD,5.86M,2.17%,8197,1.57M
554,EGOX,Next.e.GO N.V.,5.47M,-10.15%,6895994,-
555,KXIN,Kaixin Auto Holdings,5.11M,1.93%,173946,68.40M
556,YOSH,Yoshiharu Global Co.,4.99M,2.62%,3969,9.25M
557,CNXA,Connexa Sports Technologies Inc.,4.91M,2.08%,1542617,9.78M
558,FUV,"Arcimoto, Inc.",4.68M,1.50%,53228,6.61M
559,FFIE,Faraday Future Intelligent Electric Inc.,4.55M,-9.18%,9918085,551.00K
560,TRNR,Interactive Strength Inc.,4.35M,9.39%,206206,973.00K
561,SBET,SharpLink Gaming Ltd.,4.20M,0.75%,593,-
562,EJH,E-Home Household Service Holdings Limited,4.09M,-0.72%,116796,68.32M
563,JWEL,Jowell Global Ltd.,3.61M,-9.68%,11208,193.98M
564,DBGI,"Digital Brands Group, Inc.",3.44M,-,65480,12.41M
565,NVVE,Nuvve Holding Corp.,3.40M,-1.22%,117404,7.83M
566,WNW,Meiwu Technology Company Limited,3.39M,-,64416,30.30M
567,OCTO,Eightco Holdings Inc.,3.16M,21.44%,453152,75.82M
568,SECO,Secoo Holding Limited,3.05M,4.05%,615059,413.47M
569,UCAR,U Power Limited,2.91M,17.60%,42494095,752.43K
570,REBN,"Reborn Coffee, Inc.",2.62M,-1.90%,79568,5.02M
571,NVFY,"Nova LifeStyle, Inc.",2.53M,2.58%,2329,11.06M
572,IVP,"Inspire Veterinary Partners, Inc.",2.47M,-0.99%,4169857,16.07M
573,AUVI,"Applied UV, Inc.",2.02M,-1.22%,69501,37.94M
574,AREB,"American Rebel Holdings, Inc.",1.52M,2.85%,360473,15.27M
575,JFBR,Jeffs' Brands Ltd,1.25M,3.46%,1046269,7.39M
576,BQ,Boqii Holding Limited,1.11M,0.53%,35438,122.67M
