,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
370,HA,"Hawaiian Holdings, Inc.",710.52M,-,825952,2.72B
371,OFLX,"Omega Flex, Inc.",709.12M,2.67%,16556,111.47M
372,GSL,"Global Ship Lease, Inc.",698.49M,0.50%,522394,674.80M
373,NPWR,NET Power Inc.,693.70M,-1.04%,348333,175.00K
374,ASC,Ardmore Shipping Corporation,692.68M,-1.25%,761457,395.98M
375,EGLE,Eagle Bulk Shipping Inc.,686.74M,-0.97%,134896,393.80M
376,IIIN,"Insteel Industries, Inc.",659.69M,5.66%,131708,604.01M
377,SPCE,"Virgin Galactic Holdings, Inc.",652.07M,1.84%,7005254,6.80M
378,TPC,Tutor Perini Corporation,651.88M,2.89%,452970,3.88B
379,AGX,"Argan, Inc.",641.61M,1.72%,105872,527.56M
380,HSII,"Heidrick & Struggles International, Inc.",633.67M,1.43%,188189,1.04B
381,CASS,"Cass Information Systems, Inc.",627.33M,0.74%,119843,197.51M
382,PLPC,Preformed Line Products Company,624.03M,-0.46%,20395,669.68M
383,PL,Planet Labs PBC,621.27M,2.31%,1517821,214.82M
384,NVRI,Enviri Corporation,614.73M,4.16%,438329,2.07B
385,ATRO,Astronics Corporation,612.47M,1.38%,382539,689.21M
386,CLCO,Cool Company Ltd.,603.46M,-0.09%,123357,372.12M
387,BWMN,Bowman Consulting Group Ltd.,590.28M,2.09%,526658,346.26M
388,CRESY,Cresud S.A.C.I.F. y A.,578.03M,0.88%,56875,743.19M
389,CVLG,"Covenant Logistics Group, Inc.",577.24M,-0.70%,143278,1.10B
390,GLDD,Great Lakes Dredge & Dock Corporation,574.96M,-0.12%,1305831,589.63M
391,TITN,Titan Machinery Inc.,574.89M,1.59%,272484,2.49B
392,FIP,FTAI Infrastructure Inc.,572.36M,4.22%,1243968,310.42M
393,LNZA,"LanzaTech Global, Inc.",566.33M,-2.43%,645621,62.63M
394,SB,"Safe Bulkers, Inc.",550.27M,0.61%,934107,284.40M
395,EVLV,"Evolv Technologies Holdings, Inc.",549.38M,-1.66%,1215601,80.42M
396,NPK,"National Presto Industries, Inc.",531.61M,1.33%,60075,356.54M
397,ADSE,ADS-TEC Energy PLC,529.12M,1.18%,33417,60.74M
398,FC,Franklin Covey Co.,518.83M,0.51%,44050,279.55M
399,EBF,"Ennis, Inc.",512.84M,2.52%,837861,425.37M
400,KE,"Kimball Electronics, Inc.",504.84M,-1.31%,243212,1.84B
401,LILM,Lilium N.V.,500.91M,2.31%,1086266,-
402,ACCO,ACCO Brands Corporation,498.37M,-,1572576,1.83B
403,AMSC,American Superconductor Corporation,490.01M,3.61%,978734,135.35M
404,SAVE,"Spirit Airlines, Inc.",471.85M,-0.46%,6110554,5.36B
405,MTW,"The Manitowoc Company, Inc.",470.65M,0.46%,216859,2.23B
406,CMPO,"CompoSecure, Inc.",467.90M,-1.55%,228246,390.63M
407,LMB,"Limbach Holdings, Inc.",455.16M,-1.01%,627897,516.35M
408,RGP,"Resources Connection, Inc.",453.67M,2.39%,3514191,704.52M
409,FCEL,"FuelCell Energy, Inc.",451.86M,10.00%,16735195,103.01M
410,TRC,Tejon Ranch Co.,427.52M,-2.07%,98078,44.74M
411,EAF,GrafTech International Ltd.,426.34M,0.60%,7647481,620.50M
412,BBCP,"Concrete Pumping Holdings, Inc.",407.81M,2.25%,306380,446.38M
413,ACTG,Acacia Research Corporation,397.55M,16.83%,1104444,45.91M
414,KODK,Eastman Kodak Company,396.97M,-3.61%,1700935,1.12B
415,CIX,CompX International Inc.,395.27M,-1.87%,37728,161.29M
416,DSKE,"Daseke, Inc.",390.82M,-0.24%,2788265,1.57B
417,WLDN,"Willdan Group, Inc.",379.64M,0.40%,100931,510.10M
418,FORR,"Forrester Research, Inc.",376.24M,8.25%,2158293,480.78M
419,ALTG,Alta Equipment Group Inc.,375.80M,5.14%,1109581,2.01B
420,ASLE,AerSale Corporation,374.85M,4.15%,2253899,334.50M
421,SHYF,"The Shyft Group, Inc.",368.88M,0.85%,357872,872.20M
422,CVEO,Civeo Corporation,366.74M,3.04%,144978,700.81M
423,TBI,"TrueBlue, Inc.",363.78M,1.29%,5385276,1.91B
424,CYD,China Yuchai International Limited,360.78M,-1.02%,9200,2.30B
425,MTRX,Matrix Service Company,357.42M,0.99%,1448192,765.45M
426,HSHP,Himalaya Shipping Ltd.,347.69M,-,89500,36.74M
427,DSX,Diana Shipping Inc.,345.67M,0.34%,768624,262.10M
428,PTSI,"P.A.M. Transportation Services, Inc.",337.13M,3.59%,61447,810.81M
429,SWIM,"Latham Group, Inc.",336.57M,-2.05%,445528,566.49M
430,NVX,Novonix Limited,334.12M,-1.11%,17222,8.05M
431,WLFC,Willis Lease Finance Corporation,331.27M,0.46%,13000,392.42M
432,NWPX,Northwest Pipe Company,327.53M,2.17%,162436,444.36M
433,PKOH,Park-Ohio Holdings Corp.,322.93M,5.34%,74769,1.66B
434,AMBI,Ambipar Emergency Response,318.59M,1.39%,10403,-
435,NL,"NL Industries, Inc.",317.42M,2.15%,29234,161.29M
436,PANL,"Pangaea Logistics Solutions, Ltd.",315.97M,-2.29%,817146,499.27M
437,PKE,Park Aerospace Corp.,309.88M,0.46%,52380,53.20M
438,EVI,"EVI Industries, Inc.",289.48M,5.12%,129495,367.55M
439,LEV,The Lion Electric Company,283.00M,-3.20%,730506,253.50M
440,POWW,"AMMO, Inc.",279.45M,5.49%,746435,148.32M
441,LXFR,Luxfer Holdings PLC,279.08M,2.66%,175833,405.00M
442,ORN,"Orion Group Holdings, Inc.",276.01M,-4.95%,252536,711.78M
443,MG,"Mistras Group, Inc.",273.88M,-0.34%,195883,705.47M
444,GHM,Graham Corporation,265.29M,0.90%,46346,179.49M
445,LGCL,Lucas GC Limited,264.15M,14.09%,51770,178.42M
446,BYRN,Byrna Technologies Inc.,263.91M,-1.25%,229701,42.64M
447,SPIR,"Spire Global, Inc.",261.59M,1.10%,151768,105.70M
448,FSTR,L.B. Foster Company,260.74M,0.34%,73394,543.74M
449,MEC,"Mayville Engineering Company, Inc.",260.06M,0.63%,50418,588.43M
450,QUAD,"Quad/Graphics, Inc.",254.09M,4.53%,151616,2.96B
451,ESEA,Euroseas Ltd.,252.98M,-2.27%,27593,189.36M
452,RLGT,"Radiant Logistics, Inc.",251.04M,-0.56%,281460,888.28M
453,SLDP,"Solid Power, Inc.",248.10M,0.73%,1843839,17.41M
454,SLND,"Southland Holdings, Inc.",247.39M,-0.39%,13742,1.16B
455,AMPX,"Amprius Technologies, Inc.",245.74M,1.80%,602752,5.90M
456,BAER,"Bridger Aerospace Group Holdings, Inc.",243.17M,0.20%,20539,66.71M
457,NNBR,"NN, Inc.",234.52M,-0.42%,231352,489.27M
458,GENC,"Gencor Industries, Inc.",232.40M,3.32%,71345,105.27M
459,LLAP,Terran Orbital Corporation,231.41M,3.36%,5192606,136.24M
460,BLNK,Blink Charging Co.,231.21M,-14.87%,15848169,120.49M
461,TWIN,"Twin Disc, Incorporated",228.69M,-0.62%,19378,294.24M
462,PFMT,Performant Financial Corporation,222.30M,1.75%,963966,113.74M
463,GASS,StealthGas Inc.,214.68M,0.49%,274548,143.53M
464,AAN,"The Aaron's Company, Inc.",213.44M,-,503400,2.14B
465,RDW,Redwire Corporation,207.36M,4.69%,212385,234.02M
466,EOSE,"Eos Energy Enterprises, Inc.",206.70M,0.14%,7917596,16.38M
467,FREY,FREYR Battery,205.37M,-2.72%,967843,-
468,BLDE,"Blade Air Mobility, Inc.",197.63M,3.05%,1236890,225.18M
469,DLHC,DLH Holdings Corp.,197.38M,0.65%,28273,401.00M
470,GRIN,Grindrod Shipping Holdings Ltd.,189.46M,0.82%,66267,387.10M
471,MVST,"Microvast Holdings, Inc.",189.10M,-8.26%,4482108,266.84M
472,KNOP,KNOT Offshore Partners LP,188.66M,1.50%,104912,290.72M
473,SCWO,"374Water, Inc.",188.39M,1.48%,201814,1.65M
474,ARQ,"Arq, Inc.",176.41M,8.02%,210681,99.18M
475,SHIM,Shimmick Corporation,173.36M,-8.97%,94190,655.24M
476,SHIP,Seanergy Maritime Holdings Corp.,171.61M,-0.11%,339661,125.02M
477,TUSK,"Mammoth Energy Services, Inc.",171.15M,0.28%,200772,309.49M
478,RCMT,"RCM Technologies, Inc.",169.45M,8.29%,367067,263.24M
479,HQI,"HireQuest, Inc.",168.19M,3.39%,15556,32.28M
480,SST,"System1, Inc.",163.86M,-4.00%,225758,589.77M
481,EML,The Eastern Company,161.66M,9.52%,20263,273.45M
482,LUNR,"Intuitive Machines, Inc.",148.16M,8.28%,5285524,86.95M
483,ULBI,Ultralife Corporation,144.61M,-4.86%,182133,150.20M
484,QRHC,Quest Resource Holding Corporation,143.42M,-0.98%,33614,288.38M
485,CSTE,Caesarstone Ltd.,142.98M,-2.90%,34557,565.23M
486,ISSC,"Innovative Solutions and Support, Inc.",141.43M,-6.05%,218952,37.60M
487,EVTL,Vertical Aerospace Ltd.,139.61M,-1.27%,149205,-
488,HURC,"Hurco Companies, Inc.",138.19M,-1.67%,28751,218.18M
489,TG,Tredegar Corporation,137.98M,26.43%,614588,724.66M
490,SFWL,Shengfeng Development Limited,137.61M,-3.64%,686704,388.76M
491,GWH,"ESS Tech, Inc.",135.11M,-9.76%,2983706,7.54M
492,MNTX,"Manitex International, Inc.",131.78M,5.12%,34369,291.39M
493,TAYD,"Taylor Devices, Inc.",130.01M,7.68%,37415,40.87M
494,PESI,"Perma-Fix Environmental Services, Inc.",128.51M,-1.70%,52319,89.74M
495,ESOA,Energy Services of America Corporation,126.74M,5.50%,83560,334.23M
496,LICY,Li-Cycle Holdings Corp.,126.39M,8.15%,8484283,-
497,TPIC,"TPI Composites, Inc.",125.90M,0.75%,2653838,1.46B
498,BW,"Babcock & Wilcox Enterprises, Inc.",118.86M,-22.66%,5024550,1.05B
499,TATT,TAT Technologies Ltd.,118.14M,-0.86%,2092,113.79M
500,DHX,"DHI Group, Inc.",117.68M,6.53%,409688,151.88M
501,CRGO,Freightos Limited,115.28M,4.55%,10608,20.28M
502,ARC,"ARC Document Solutions, Inc.",112.47M,0.76%,221514,281.20M
503,SKYX,SKYX Platforms Corp.,111.52M,-,469245,36.62M
504,SCX,The L.S. Starrett Company,109.80M,-0.13%,78160,251.66M
505,TORO,Toro Corp.,109.53M,-3.72%,65008,78.47M
506,BGSF,"BGSF, Inc.",109.20M,1.42%,10953,316.88M
507,GIFI,"Gulf Island Fabrication, Inc.",108.52M,1.94%,91790,151.07M
508,SOAR,Volato Group Inc.,107.10M,-17.92%,474460,109.72M
509,ELVA,Electrovaya Inc.,104.72M,1.27%,11819,44.06M
510,CBAT,"CBAK Energy Technology, Inc.",104.70M,-11.67%,197199,202.72M
511,FBYD,"Falcon's Beyond Global, Inc.",102.30M,6.29%,8962,22.85M
512,VTSI,"VirTra, Inc.",101.18M,2.85%,80178,36.57M
513,MHH,"Mastech Digital, Inc.",100.91M,1.15%,2818,212.26M
514,IVAC,"Intevac, Inc.",100.46M,0.53%,141860,52.67M
515,RR,Richtech Robotics Inc.,95.25M,-,2529,8.92M
516,MPU,Mega Matrix Corp.,88.52M,17.41%,980565,1.51M
517,OMEX,"Odyssey Marine Exploration, Inc.",84.57M,1.67%,82906,1.11M
518,PMEC,Primech Holdings Ltd.,83.54M,12.77%,34757,69.03M
519,SRFM,Surf Air Mobility Inc.,80.99M,-0.37%,183955,100.01M
520,AENT,Alliance Entertainment Holding Corporation,80.98M,-,1879,1.13B
521,XOS,"Xos, Inc.",73.20M,1.76%,6461,34.72M
522,ZCAR,"Zoomcar Holdings, Inc.",67.28M,0.89%,66445,16.54M
523,FLUX,"Flux Power Holdings, Inc.",66.80M,-1.73%,37188,64.48M
524,APT,"Alpha Pro Tech, Ltd.",66.71M,-1.37%,77612,61.23M
525,IPWR,Ideal Power Inc.,65.70M,5.43%,16526,154.00K
526,EDRY,EuroDry Ltd.,64.52M,-0.11%,4816,47.59M
527,ESP,Espey Mfg. & Electronics Corp.,63.70M,-0.59%,7598,37.02M
528,PPIH,"Perma-Pipe International Holdings, Inc.",62.61M,3.14%,5349,146.93M
529,TOPS,Top Ships Inc.,61.90M,-0.90%,18951,124.43M
530,CODA,"Coda Octopus Group, Inc.",61.63M,-0.18%,45392,19.35M
531,BEEP,Mobile Infrastructure Corporation,57.00M,-1.93%,25383,44.38M
532,RAIL,"FreightCar America, Inc.",56.57M,1.58%,58428,360.48M
533,PPSI,"Pioneer Power Solutions, Inc.",55.01M,-0.72%,218409,42.60M
534,AIRT,"Air T, Inc.",52.34M,3.56%,7061,288.53M
535,AQMS,"Aqua Metals, Inc.",52.29M,0.20%,518110,25.00K
536,HOVR,New Horizon Aircraft Ltd.,50.91M,6.27%,178959,-
537,NTIP,"Network-1 Technologies, Inc.",49.84M,-0.94%,9398,2.60M
538,PXS,Pyxis Tankers Inc.,49.69M,1.28%,152677,50.60M
539,AP,Ampco-Pittsburgh Corporation,49.66M,0.80%,12151,407.77M
540,BWEN,"Broadwind, Inc.",49.17M,-2.63%,112776,203.48M
541,VATE,INNOVATE Corp.,48.69M,6.64%,643923,1.42B
542,OPXS,"Optex Systems Holdings, Inc",47.42M,3.31%,13887,28.59M
543,GLBS,Globus Maritime Limited,46.31M,-0.89%,36381,32.40M
544,VCIG,VCI Global Limited,42.97M,1.79%,314422,12.47M
545,HSON,"Hudson Global, Inc.",42.96M,8.55%,19971,161.34M
546,CTRM,Castor Maritime Inc.,41.59M,-4.78%,468253,97.52M
547,BEST,BEST Inc.,41.55M,0.48%,599,1.11B
548,SUGP,SU Group Holdings Limited,41.47M,2.62%,75887,20.93M
549,JOB,"GEE Group, Inc.",41.14M,2.99%,147103,141.93M
550,LTBR,Lightbridge Corporation,40.01M,-0.70%,33399,-
551,KSCP,"Knightscope, Inc.",39.96M,-2.36%,1990957,12.13M
552,STI,Solidion Technology Inc.,38.72M,33.85%,25049418,19.04K
553,CLIR,ClearSign Technologies Corporation,36.80M,1.03%,61020,1.18M
554,HYFM,"Hydrofarm Holdings Group, Inc.",36.68M,-3.58%,655611,226.58M
555,CCTG,CCSC Technology International Holdings Limited,36.36M,-4.85%,538701,15.94M
556,GTEC,Greenland Technologies Holding Corporation,35.62M,-0.78%,12616,86.69M
557,AERT,Aeries Technology Inc.,35.10M,2.22%,3402,105.90M
558,SVT,"Servotronics, Inc.",34.57M,-15.96%,14707,43.47M
559,GFAI,"Guardforce AI Co., Limited",34.50M,15.67%,952513,35.95M
560,FTEK,"Fuel Tech, Inc.",33.27M,4.11%,109293,27.08M
561,AZ,A2Z Smart Technologies Corp.,32.96M,-5.02%,36016,15.75M
562,MESA,"Mesa Air Group, Inc.",32.53M,-0.33%,94213,498.07M
563,CACO,Caravelle International Group,31.82M,-1.99%,7921,133.78M
564,CVV,CVD Equipment Corporation,31.80M,-0.64%,7461,27.23M
565,CVU,"CPI Aerostructures, Inc.",31.68M,1.60%,17145,87.04M
566,RFIL,"RF Industries, Ltd.",31.55M,1.31%,12065,72.17M
567,DFLI,Dragonfly Energy Holdings Corp.,30.47M,1.54%,210950,74.16M
568,OESX,"Orion Energy Systems, Inc.",29.32M,0.84%,71139,85.80M
569,LICN,Lichen China Limited,29.15M,4.55%,55749,33.58M
570,SNT,Senstar Technologies Ltd.,28.67M,-2.03%,9591,33.77M
571,SPEC,Spectaire Holdings Inc.,28.39M,-1.96%,15737,-
572,APWC,Asia Pacific Wire & Cable Corporation Limited,28.24M,4.65%,1222,433.89M
573,NEOV,NeoVolta Inc.,25.59M,6.38%,70884,3.13M
574,FPAY,"FlexShopper, Inc.",24.90M,3.48%,16259,108.12M
575,USEA,United Maritime Corporation,24.64M,2.82%,32600,33.42M
576,UGRO,"urban-gro, Inc.",24.27M,10.00%,127991,73.86M
577,JYD,Jayud Global Logistics Limited,24.09M,-3.00%,18785,90.61M
578,EPOW,"Sunrise New Energy Co., Ltd.",23.78M,-3.52%,37613,48.57M
579,SGRP,"SPAR Group, Inc.",23.47M,0.99%,15471,262.29M
580,TISI,"Team, Inc.",23.44M,1.93%,4418,862.62M
581,PSHG,Performance Shipping Inc.,23.11M,-1.57%,23496,108.94M
582,XPON,Expion360 Inc.,22.78M,-0.90%,11929,6.54M
583,WHLM,"Wilhelmina International, Inc.",22.02M,3.37%,3824,17.54M
584,IGC,IGC Pharma Inc,21.44M,-3.54%,149587,1.22M
585,PIXY,"ShiftPixy, Inc.",21.43M,-14.36%,349532,15.64M
586,ALPP,"Alpine 4 Holdings, Inc.",20.53M,0.63%,69575,106.08M
587,OP,OceanPal Inc.,20.49M,-6.45%,30970,18.87M
588,SIF,"SIFCO Industries, Inc.",18.74M,3.58%,2003,86.78M
589,LIQT,"LiqTech International, Inc.",17.41M,1.95%,9199,18.09M
590,RVSN,Rail Vision Ltd.,17.31M,-12.81%,1871294,142.00K
591,IPDN,"Professional Diversity Network, Inc.",17.13M,-1.29%,5443,7.76M
592,OPTT,"Ocean Power Technologies, Inc.",17.13M,3.99%,225972,4.93M
593,GVH,Globavend Holdings Limited,15.08M,-,34123,18.59M
594,SIDU,"Sidus Space, Inc.",15.05M,1.39%,217241,6.95M
595,TOMZ,"TOMI Environmental Solutions, Inc.",14.62M,4.24%,6320,8.64M
596,DCFC,Tritium DCFC Limited,14.33M,-6.72%,4237429,184.54M
597,CVR,Chicago Rivet & Machine Co.,14.31M,16.48%,22753,31.58M
598,JAN,JanOne Inc.,14.28M,-,222078,11.16M
599,ASTC,Astrotech Corporation,14.08M,5.46%,9167,1.99M
600,AIRI,Air Industries Group,13.84M,4.43%,10295,51.94M
601,SGLY,Singularity Future Technology Ltd.,13.56M,-3.05%,86069,3.68M
602,ASTR,"Astra Space, Inc.",13.56M,-6.20%,424383,963.00K
603,LASE,Laser Photonics Corporation,13.29M,1.27%,93905,4.61M
604,KITT,"Nauticus Robotics, Inc.",12.51M,-4.84%,1033418,8.77M
605,GRNQ,Greenpro Capital Corp.,12.27M,3.11%,17408,3.29M
606,VRME,"VerifyMe, Inc.",12.18M,-4.84%,23129,26.30M
607,IDEX,"Ideanomics, Inc.",12.09M,3.96%,361960,36.48M
608,CHNR,"China Natural Resources, Inc.",11.99M,-1.64%,30658,2.91M
609,IVDA,"Iveda Solutions, Inc.",11.51M,1.05%,43396,7.59M
610,SHPW,"Shapeways Holdings, Inc.",11.46M,-5.68%,14392,33.72M
611,ARTW,"Art's-Way Manufacturing Co., Inc.",11.39M,-7.11%,83047,30.28M
612,DPRO,Draganfly Inc.,11.24M,-0.59%,293315,5.15M
613,ROMA,Roma Green Finance Limited,11.16M,0.94%,229864,1.74M
614,CLWT,Euro Tech Holdings Company Limited,10.96M,0.70%,1842,16.18M
615,YGMZ,MingZhu Logistics Holdings Limited,10.49M,6.44%,65338,109.83M
616,MWG,Multi Ways Holdings Ltd,10.18M,5.76%,25650,32.64M
617,WLGS,"WANG & LEE GROUP, Inc.",9.96M,3.25%,38557,4.36M
618,AWX,Avalon Holdings Corporation,9.40M,-0.41%,2309,84.54M
619,HIHO,Highway Holdings Limited,9.25M,-2.37%,5025,-
620,ILAG,Intelligent Living Application Group Inc.,9.21M,1.96%,29011,6.75M
621,ENG,ENGlobal Corporation,8.30M,2.99%,8540,40.79M
622,RAYA,Erayak Power Solution Group Inc.,8.28M,-6.87%,64553,24.88M
623,PRZO,ParaZero Technologies Ltd.,7.81M,-5.10%,71464,560.12K
624,POLA,"Polar Power, Inc.",7.57M,4.78%,695580,18.05M
625,KWE,KWESST Micro Systems Inc.,7.22M,6.40%,43383,786.61K
626,DGLY,"Digital Ally, Inc.",7.06M,-0.40%,9273,31.19M
627,GPAK,Gamer Pakistan Inc.,7.03M,26.68%,229647,-
628,ESGL,ESGL Holdings Ltd,7.01M,5.32%,24943,8.39M
629,MNTS,Momentus Inc.,6.57M,-6.64%,801811,2.19M
630,KIQ,Kelso Technologies Inc.,6.52M,9.38%,416731,10.14M
631,VIEW,"View, Inc.",5.53M,-5.11%,44925,128.84M
632,GWAV,"Greenwave Technology Solutions, Inc.",5.46M,-8.18%,686045,32.65M
633,BURU,"Nuburu, Inc.",5.13M,3.09%,158582,2.15M
634,AEHL,Antelope Enterprise Holdings Limited,5.04M,-,3046,63.62M
635,CEAD,CEA Industries Inc.,4.52M,-1.25%,61757,8.12M
636,ATXG,Addentax Group Corp.,4.25M,5.70%,34290,5.15M
637,AGFY,Agrify Corporation,4.09M,-2.47%,122876,19.90M
638,SGBX,Safe & Green Holdings Corp,3.99M,4.55%,299624,18.67M
639,JCSE,JE Cleantech Holdings Limited,3.60M,5.56%,1326,14.89M
640,CISS,C3is Inc.,3.48M,-64.18%,193750455,-
641,UUU,"Universal Security Instruments, Inc.",3.45M,-2.68%,4623,21.00M
642,BKYI,"BIO-key International, Inc.",3.44M,2.60%,16718,8.59M
643,EFSH,1847 Holdings LLC,3.40M,9.68%,166274,63.06M
644,TBLT,"ToughBuilt Industries, Inc.",2.52M,-2.13%,49296,89.62M
645,NXU,"Nxu, Inc.",2.47M,-,323446,-
646,LGMK,"LogicMark, Inc.",2.45M,2.63%,74854,9.65M
647,STAF,"Staffing 360 Solutions, Inc.",2.43M,2.05%,66241,258.50M
648,SMX,SMX (Security Matters) PLC,2.43M,24.42%,11742799,-
649,RCRT,"Recruiter.com Group, Inc.",2.30M,-1.28%,1113,9.94M
650,AULT,"Ault Alliance, Inc.",1.19M,-,2336295,160.92M
651,SPCB,SuperCom Ltd.,1.07M,0.31%,211810,25.51M
